"DELIVERY_CUSTOMER","IFSAPP.CUST_ORD_CUSTOMER_API.GET_NAME(DELIVERY_CUSTOMER)","INVOICE_ID","SERIES_ID","INVOICE_NO","ITEM_ID","CATALOG_NO","DESCRIPTION","CONTRACT","IFSAPP.SALES_PART_API.GET_SALES_PART_REBATE_GROUP(CONTRACT,CATALOG_NO)","INVOICED_QTY","SALE_UM","NULL","PRICE_UM","DECODE(ORDER_NO,NULL,SALE_UNIT_PRICE*(CURR_RATE/DIV_FACTOR),DECODE(CHARGE_GROUP,NULL,NVL(SALE_UNIT_PRICE*(CURR_RATE/DIV_FACTOR),","INVOICE_DATE","NET_DOM_AMOUNT","IFSAPP.COMPANY_FINANCE_API.GET_CURRENCY_CODE(COMPANY)","IFSAPP.CUSTOMER_ORDER_INV_ITEM_API.GET_CONDITION_CODE(COMPANY,INVOICE_ID,ITEM_ID)","IFSAPP.CONDITION_CODE_API.GET_DESCRIPTION(IFSAPP.CUSTOMER_ORDER_INV_ITEM_API.GET_CONDITION_CODE(COMPANY,INVOICE_ID,ITEM_ID))","ORDER_NO","IFSAPP.CUSTOMER_ORDER_API.GET_AGREEMENT_ID(ORDER_NO)","IFSAPP.CUST_ORD_CUSTOMER_API.GET_CUST_GRP(DELIVERY_CUSTOMER)","CATALOG_GROUP","DECODE(LINE_NO,NULL,(DECODE(ORDER_NO,NULL,IFSAPP.CUST_ORD_CUSTOMER_ADDRESS_API.GET_REGION_CODE(DELIVERY_CUSTOMER,IFSAPP.RETURN_M","DECODE(LINE_NO,NULL,(DECODE(ORDER_NO,NULL,IFSAPP.CUST_ORD_CUSTOMER_ADDRESS_API.GET_DISTRICT_CODE(DELIVERY_CUSTOMER,IFSAPP.RETURN","DECODE(ORDER_NO,NULL,IFSAPP.CUST_ORD_CUSTOMER_API.GET_MARKET_CODE(DELIVERY_CUSTOMER),IFSAPP.CUSTOMER_ORDER_API.GET_MARKET_CODE(O","DECODE(LINE_NO,NULL,(DECODE(ORDER_NO,NULL,IFSAPP.CUSTOMER_INFO_ADDRESS_API.GET_COUNTRY_CODE(DELIVERY_CUSTOMER,IFSAPP.RETURN_MATE","DECODE(ORDER_NO,NULL,IFSAPP.CUST_ORD_CUSTOMER_API.GET_SALESMAN_CODE(DELIVERY_CUSTOMER),IFSAPP.CUSTOMER_ORDER_API.GET_SALESMAN_CO","DECODE(ORDER_NO,NULL,IFSAPP.RETURN_MATERIAL_API.GET_RETURN_APPROVER_ID(RMA_NO),IFSAPP.CUSTOMER_ORDER_API.GET_AUTHORIZE_CODE(ORDE","IFSAPP.CUSTOMER_ORDER_LINE_API.GET_PRICE_LIST_NO(ORDER_NO,LINE_NO,RELEASE_NO,LINE_ITEM_NO)","PARTY","PARTY_TYPE","IDENTITY","IFSAPP.CUST_ORD_CUSTOMER_API.GET_NAME(IDENTITY)","PRICE_ADJUSTMENT","COMPANY","PRICE_CONV"
"DIS031","New Eastern Distributor","862889","INV","289725","4","PIC009","Fixon Powder-15gm","GSH1N","","20","BOT","","BOT","490.66","7/16/2026","9813.2","LKR","","","C239256","","DISTRI","ICPA - SAL","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","5","LAC008","Foscal - Tablets (2x15's)","GSH1N","","30","PACKS","","PACKS","1406.63","7/16/2026","42198.9","LKR","","","C239256","","DISTRI","LACTO","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","6","PNQ027","Gynosporin Vaginal Tab's 500mg (1's)","GSH1N","","30","PACKS","","PACKS","180.5","7/16/2026","5415","LKR","","","C239256","","DISTRI","NABIQASIM","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","7","PNQ030","Clomitab Tab 50mg 10's","GSH1N","","30","PACKS","","PACKS","1019.4","7/16/2026","30582","LKR","","","C239256","","DISTRI","NABIQASIM","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","8","PNQ032","ES-Loprot Cap 20mg 14's","GSH1N","","20","PACKS","","PACKS","450","7/16/2026","9000","LKR","","","C239256","","DISTRI","NABIQASIM","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","9","PNQ033","ES-Loprot Cap 40mg 14's","GSH1N","","20","PACKS","","PACKS","857.41","7/16/2026","17148.2","LKR","","","C239256","","DISTRI","NABIQASIM","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","10","PUN102","Metrogyl Suspension 100ml","GSH1N","","20","BOT","","BOT","607.8","7/16/2026","12156","LKR","","","C239256","","DISTRI","ARR U (B)","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","11","PUN112","Metrogyl Tab 400mg 100's","GSH1N","","50","PACKS","","PACKS","1764","7/16/2026","88200","LKR","","","C239256","","DISTRI","ARR U (B)","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","12","12433561","S-26 GOLD 2 Powder 400g (1's)","GSH1N","","36","CAN","","CAN","2936.63","7/16/2026","105718.68","LKR","","","C239256","","DISTRI","WYETH SALE","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","13","12433556","S-26 GOLD 1 Powder 400g (1's)","GSH1N","","60","CAN","","CAN","2936.63","7/16/2026","176197.8","LKR","","","C239256","","DISTRI","WYETH SALE","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","14","MEDO02","ARFEN Supps. 125mg (Paracetamol) (10's)","GSH1N","","10","PACKS","","PACKS","862.6","7/16/2026","8626","LKR","","","C239256","","DISTRI","MEDOCHEM","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","15","MEDO03","ARFEN Supps. 250mg (Paracetamol) (10's)","GSH1N","","10","PACKS","","PACKS","1028.8","7/16/2026","10288","LKR","","","C239256","","DISTRI","MEDOCHEM","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","16","MEDO04","ARFEN Supps. 500mg (Paracetamol) (10's)","GSH1N","","10","PACKS","","PACKS","1384.95","7/16/2026","13849.5","LKR","","","C239256","","DISTRI","MEDOCHEM","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"DIS031","New Eastern Distributor","862889","INV","289725","17","CEN156","Ocucycline Ointment 3.5g (1's)","GSH1N","","10","TUB","","TUB","83.78","7/16/2026","837.8","LKR","","","C239256","","DISTRI","CENTAUR PH","","","DISTRI","LK","","GEMABE050","","","Customer","DIS031","New Eastern Distributor","FALSE","GSH1","1"
"COD025","Cash on Deliveries","862570","INV","289653","1","UBPL21","Lenid 5mg Cap-30's","GSH1N","","2","PACKS","","PACKS","14045.5","7/16/2026","28091","LKR","","","C239177","","CASH","UNITED BIO","","","CASH","LK","","GEMABE050","","","Customer","COD025","Cash on Deliveries","FALSE","GSH1","1"
"PVH047","The Lanka Hospital Corporation Plc","862530","INV","289628","1","B0058706","NOVOSYN VIOLET 2/0 (3) 150 CM","GSH1N","","58","PCS","","PCS","1530.375","7/16/2026","88761.75","LKR","","","C239152","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","","","Customer","PVH047","The Lanka Hospital Corporation Plc","FALSE","GSH1","1"
"STD010","Dr. Ajith Rajapaksa.","862531","INV","289629","1","SNZ01","Pubergen 5000 IU Inj. (1's)","GSH1N","","200","PCS","","PCS","2436.8","7/16/2026","487360","LKR","","","C239149","","STOCKING D","SNZ","","","STOCKING D","LK","","GEMABE050","","","Customer","STD010","Dr. Ajith Rajapaksa.","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","1","CFL130","Futop B Cream 10gm","GSH1N","","10","TUB","","TUB","1012.8","7/16/2026","10128","LKR","","","C239139","","PVTHOS","ADCOCK","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","2","PNQ051","Transic Inj. 500mg (10's)","GSH1N","","50","VLS","","VLS","2475.2","7/16/2026","123760","LKR","","","C239139","","PVTHOS","NBQ-IV","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","3","PUL138","Font Active Complete Vanilla Powder 400g","GSH1N","","5","CAN","","CAN","4445.84","7/16/2026","22229.2","LKR","","","C239139","","PVTHOS","UL SALE","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","4","400452","PRONTOSAN SOLUTION ROUND BOTTLE 350ml (1's)","GSH1N","","2","BOT","","BOT","3376.08","7/16/2026","6752.16","LKR","","","C239139","","PVTHOS","AR PRO (B)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","5","1064315","PREMILENE MESH 5 X 10 CM","GSH1N","","5","PCS","","PCS","3726.564","7/16/2026","18632.82","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","6","C0932612","DAFILON BLUE 0 (3.5) 75CM HS48","GSH1N","","36","PCS","","PCS","2037.19","7/16/2026","73338.84","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","7","G1118706","DAFILON BK 10/0(0.2) 30CM 2XDLM6 150M BLT","GSH1N","","24","PCS","","PCS","5356.31","7/16/2026","128551.44","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","8","B0933570","DAFILON BLUE 1 (4) 150CM HR48 LOOP   DDP","GSH1N","","24","PCS","","PCS","1366.41","7/16/2026","32793.84","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","9","C2023215","MONOSYN UNDYED 3/0 (2l) 70CM DS24 (M) RCP","GSH1N","","48","PCS","","PCS","1642.21","7/16/2026","78826.08","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","10","C2023285","MONOSYN UNDYED 3/0 (2) 70CM GS60 (M) RCP","GSH1N","","24","PCS","","PCS","1642.21","7/16/2026","39413.04","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","11","C0023709","MONOSYN UNDYED 6/0 (0.7) 45CM DGMP11 DDP","GSH1N","","24","PCS","","PCS","4919.06","7/16/2026","118057.44","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","12","C0025806","MONOSYN QUICK UND 5/0 (1)45CM DGMP13 DDP","GSH1N","","24","PCS","","PCS","4372.5","7/16/2026","104940","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","13","C0025807","MONOSYN QUICK UND6/0(0.7)45CM DGMP11DDP","GSH1N","","12","PCS","","PCS","5247","7/16/2026","62964","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","14","C0023703","MONOSYN UNDYED 4/0 (1.5) 45CM DGMP16 DDP","GSH1N","","24","PCS","","PCS","2172.05","7/16/2026","52129.2","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","15","C0068562N1","NOVOSYN VIOLET 1 (4) 90CM HR48 (M) DDP","GSH1N","","36","PCS","","PCS","1642.214","7/16/2026","59119.7","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","16","B0068563","NOVOSYN VIOLET 2 (5) 90CM HR48 (M)","GSH1N","","12","PCS","","PCS","1642.21","7/16/2026","19706.52","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","17","C0068041N1","NOVOSYN VIOLET 3/0 (2) 70CM HR26 (M) RCP","GSH1N","","48","PCS","","PCS","1389.566","7/16/2026","66699.17","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","18","G0068734","NOVOSYN VIOLET 6/0 (0.7) 45CM 2XVLM8 (M)","GSH1N","","12","PCS","","PCS","3975","7/16/2026","47700","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","19","G0068702","NOVOSYN VIOLET 8/0(0.4)30CM 2XVLM6 150 (M)","GSH1N","","24","PCS","","PCS","8162.95","7/16/2026","195910.8","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","20","C0760235","SILKAM BLACK 3/0 (2) 75CM HR20 (M) DDP","GSH1N","","12","PCS","","PCS","983.81","7/16/2026","11805.72","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","21","C0761298","SILKAM BLACK 6/0 (0,7) 75CM DR13","GSH1N","","12","PCS","","PCS","1530.38","7/16/2026","18364.56","LKR","","","C239139","","PVTHOS","NBQ-BBSL","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","22","TIL14","AMINOPLUS Syrup 200ml (1's)","GSH1N","","15","BOT","","BOT","1298.23","7/16/2026","19473.45","LKR","","","C239139","","PVTHOS","TIL HEALTH","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","23","PBL141","Belcid Suspension 240ml","GSH1N","","20","BOT","","BOT","423.08","7/16/2026","8461.6","LKR","","","C239139","","PVTHOS","BL SALE","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","24","PUL104","Solmux P. Susp 60ml","GSH1N","","15","BOT","","BOT","1094.9","7/16/2026","16423.5","LKR","","","C239139","","PVTHOS","UL SALE","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","25","PUL105","Solmux Forte Susp. 60ml","GSH1N","","20","BOT","","BOT","1253","7/16/2026","25060","LKR","","","C239139","","PVTHOS","UL SALE","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","26","PUN215","Cilacar Tab's 5mg (30's)","GSH1N","","10","PACKS","","PACKS","1226.5","7/16/2026","12265","LKR","","","C239139","","PVTHOS","ARR U (A)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","27","PUN216","Cilacar Tab's 10mg (30's)","GSH1N","","10","PACKS","","PACKS","1589.74","7/16/2026","15897.4","LKR","","","C239139","","PVTHOS","ARR U (A)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","28","PUL101","Enervon-C Film Cap 30's","GSH1N","","10","BOT","","BOT","1975","7/16/2026","19750","LKR","","","C239139","","PVTHOS","UL SALE","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","29","SWISS01","Folee-1 (FOLIC ACID Tab BP 1mg) (30's)","GSH1N","","10","PACKS","","PACKS","149.6","7/16/2026","1496","LKR","","","C239139","","PVTHOS","UL-SWISS","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","30","PUN112","Metrogyl Tab 400mg 100's","GSH1N","","2","PACKS","","PACKS","1905.1","7/16/2026","3810.2","LKR","","","C239139","","PVTHOS","ARR U (B)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","31","PUN109","Nicardia Retard 10mg 100's","GSH1N","","3","PACKS","","PACKS","1217.9","7/16/2026","3653.7","LKR","","","C239139","","PVTHOS","ARR U (B)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","32","PUN110","Nicardia-XL-30mg 30's","GSH1N","","4","PACKS","","PACKS","1369.05","7/16/2026","5476.2","LKR","","","C239139","","PVTHOS","ARRB2U","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862532","INV","289630","33","PUN174","Panum 40mg Tab's (100's)","GSH1N","","3","PACKS","","PACKS","3104.35","7/16/2026","9313.05","LKR","","","C239139","","PVTHOS","ARR U (B)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","1","TIL05","Bifilac Cap's (10's)","GSH1N","","50","PACKS","","PACKS","1162.021","7/16/2026","58101.05","LKR","","","C239137","","PVTHOS","TIL HEALTH","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","2","PBL133","Fludan Caps 5mg 100's","GSH1N","","4","PACKS","","PACKS","7676.9","7/16/2026","30707.6","LKR","","","C239137","","PVTHOS","BL SALE","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","3","PUL116","Solmux Caps 500mg 100's","GSH1N","","5","PACKS","","PACKS","10184.6","7/16/2026","50923","LKR","","","C239137","","PVTHOS","UL SALE","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","4","UBPL63","Tazin 4.5 mg Inj","GSH1N","","60","VLS","","VLS","3115.65","7/16/2026","186939","LKR","","","C239137","","PVTHOS","UNITED BIO","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","5","PUN128","Dicloran Gel 20gm","GSH1N","","20","TUB","","TUB","393.16","7/16/2026","7863.2","LKR","","","C239137","","PVTHOS","ARR U (A)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","6","PNQ022","Glandin E2 Vaginal Gel 2mg 3G","GSH1N","","60","PACKS","","PACKS","5565","7/16/2026","333900","LKR","","","C239137","","PVTHOS","NABIQASIM","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","7","400595","PRONTOSAN WOUND GEL BOTTLE 30ml (1's)","GSH1N","","3","BOT","","BOT","4319.33","7/16/2026","12957.99","LKR","","","C239137","","PVTHOS","AR PRO (B)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","8","TIL02","Bifilac Granules (sachets) (15's)","GSH1N","","20","PACKS","","PACKS","2091.731","7/16/2026","41834.62","LKR","","","C239137","","PVTHOS","TIL HEALTH","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","9","PUL141","Font Activ diaBest Vanilla Powder 400g","GSH1N","","3","CAN","","CAN","5155.71","7/16/2026","15467.13","LKR","","","C239137","","PVTHOS","UL SALE","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","862533","INV","289631","10","TIL09","PEGLEC Powder 137.15g (Oral) (2's)","GSH1N","","50","PACKS","","PACKS","3394.8","7/16/2026","169740","LKR","","","C239137","","PVTHOS","TIL HEALTH","","","","LK","","GEMABE050","INST NEW","","Customer","PVH111","Durdans Medical & Surgical Hospital (Pvt) Ltd","FALSE","GSH1","1"
"PVH069","Kings Hospital Colombo (Pvt) Ltd.","862534","INV","289632","1","400595","PRONTOSAN WOUND GEL BOTTLE 30ml (1's)","GSH1N","","5","BOT","","BOT","4319.33","7/16/2026","21596.65","LKR","","","C239112","","PVTHOS","AR PRO (B)","","","","LK","","GEMABE050","INST NEW","","Customer","PVH069","Kings Hospital Colombo (Pvt) Ltd.","FALSE","GSH1","1"
"PHA481","HEALTH GUARD PHARMACY LTD","862535","INV","289633","1","ALP013","ACNEVIT ANTI ACNE CLEANSING GEL, 200 ML","GSH1N","","2","PCS","","PCS","2775.25","7/16/2026","5550.5","LKR","","","C238860","","PHARMACIES","ALP","","","","LK","","GEMABE050","HEALTH","","Customer","PHA481","HEALTH GUARD PHARMACY LTD","FALSE","GSH1","1"
"PHA481","HEALTH GUARD PHARMACY LTD","862535","INV","289633","2","CFL133","Adclear Face Wash 60gm","GSH1N","","11","TUB","","TUB","1742.77","7/16/2026","19170.47","LKR","","","C238860","","PHARMACIES","ADCOCK","","","","LK","","GEMABE050","HEALTH","","Customer","PHA481","HEALTH GUARD PHARMACY LTD","FALSE","GSH1","1"
"PHA481","HEALTH GUARD PHARMACY LTD","862535","INV","289633","3","ALP002","BIOBALANCE  BODY WHITENING CREAM,60 ML","GSH1N","","3","PCS","","PCS","4797.67","7/16/2026","14393.01","LKR","","","C238860","","PHARMACIES","ALP","","","","LK","","GEMABE050","HEALTH","","Customer","PHA481","HEALTH GUARD PHARMACY LTD","FALSE","GSH1","1"
"PHA481","HEALTH GUARD PHARMACY LTD","862535","INV","289633","4","CFL130","Futop B Cream 10gm","GSH1N","","27","TUB","","TUB","1012.8","7/16/2026","27345.6","LKR","","","C238860","","PHARMACIES","ADCOCK","","","","LK","","GEMABE050","HEALTH","","Customer","PHA481","HEALTH GUARD PHARMACY LTD","FALSE","GSH1","1"
