"DELIVERY_CUSTOMER","IFSAPP.CUST_ORD_CUSTOMER_API.GET_NAME(DELIVERY_CUSTOMER)","INVOICE_ID","SERIES_ID","INVOICE_NO","ITEM_ID","CATALOG_NO","DESCRIPTION","CONTRACT","IFSAPP.SALES_PART_API.GET_SALES_PART_REBATE_GROUP(CONTRACT,CATALOG_NO)","INVOICED_QTY","SALE_UM","NULL","PRICE_UM","DECODE(ORDER_NO,NULL,SALE_UNIT_PRICE*(CURR_RATE/DIV_FACTOR),DECODE(CHARGE_GROUP,NULL,NVL(SALE_UNIT_PRICE*(CURR_RATE/DIV_FACTOR),","INVOICE_DATE","NET_DOM_AMOUNT","IFSAPP.COMPANY_FINANCE_API.GET_CURRENCY_CODE(COMPANY)","IFSAPP.CUSTOMER_ORDER_INV_ITEM_API.GET_CONDITION_CODE(COMPANY,INVOICE_ID,ITEM_ID)","IFSAPP.CONDITION_CODE_API.GET_DESCRIPTION(IFSAPP.CUSTOMER_ORDER_INV_ITEM_API.GET_CONDITION_CODE(COMPANY,INVOICE_ID,ITEM_ID))","ORDER_NO","IFSAPP.CUSTOMER_ORDER_API.GET_AGREEMENT_ID(ORDER_NO)","IFSAPP.CUST_ORD_CUSTOMER_API.GET_CUST_GRP(DELIVERY_CUSTOMER)","CATALOG_GROUP","DECODE(LINE_NO,NULL,(DECODE(ORDER_NO,NULL,IFSAPP.CUST_ORD_CUSTOMER_ADDRESS_API.GET_REGION_CODE(DELIVERY_CUSTOMER,IFSAPP.RETURN_M","DECODE(LINE_NO,NULL,(DECODE(ORDER_NO,NULL,IFSAPP.CUST_ORD_CUSTOMER_ADDRESS_API.GET_DISTRICT_CODE(DELIVERY_CUSTOMER,IFSAPP.RETURN","DECODE(ORDER_NO,NULL,IFSAPP.CUST_ORD_CUSTOMER_API.GET_MARKET_CODE(DELIVERY_CUSTOMER),IFSAPP.CUSTOMER_ORDER_API.GET_MARKET_CODE(O","DECODE(LINE_NO,NULL,(DECODE(ORDER_NO,NULL,IFSAPP.CUSTOMER_INFO_ADDRESS_API.GET_COUNTRY_CODE(DELIVERY_CUSTOMER,IFSAPP.RETURN_MATE","DECODE(ORDER_NO,NULL,IFSAPP.CUST_ORD_CUSTOMER_API.GET_SALESMAN_CODE(DELIVERY_CUSTOMER),IFSAPP.CUSTOMER_ORDER_API.GET_SALESMAN_CO","DECODE(ORDER_NO,NULL,IFSAPP.RETURN_MATERIAL_API.GET_RETURN_APPROVER_ID(RMA_NO),IFSAPP.CUSTOMER_ORDER_API.GET_AUTHORIZE_CODE(ORDE","IFSAPP.CUSTOMER_ORDER_LINE_API.GET_PRICE_LIST_NO(ORDER_NO,LINE_NO,RELEASE_NO,LINE_ITEM_NO)","PARTY","PARTY_TYPE","IDENTITY","IFSAPP.CUST_ORD_CUSTOMER_API.GET_NAME(IDENTITY)","PRICE_ADJUSTMENT","COMPANY","PRICE_CONV"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","1","PBL141","Belcid Suspension 240ml","GSH1N","","60","BOT","","BOT","423.08","7/1/2026","25384.8","LKR","","","C238074","","PVTHOS","BL SALE","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","2","TIL05","Bifilac Cap's (10's)","GSH1N","","60","PACKS","","PACKS","1162.021","7/1/2026","69721.26","LKR","","","C238074","","PVTHOS","TIL HEALTH","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","3","TIL02","Bifilac Granules (sachets) (15's)","GSH1N","","20","PACKS","","PACKS","2091.731","7/1/2026","41834.62","LKR","","","C238074","","PVTHOS","TIL HEALTH","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","4","PBL153","Caltamin D Tabs-60's","GSH1N","","5","PACKS","","PACKS","3094.66","7/1/2026","15473.3","LKR","","","C238074","","PVTHOS","BL SALE","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","5","PUL137","CeeZinc Syrup 120ml (1's)","GSH1N","","3","BOT","","BOT","994.195","7/1/2026","2982.59","LKR","","","C238074","","PVTHOS","UL SALE","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","6","PUN216","Cilacar Tab's 10mg (30's)","GSH1N","","50","PACKS","","PACKS","1589.74","7/1/2026","79487","LKR","","","C238074","","PVTHOS","ARR U (A)","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","7","PUN215","Cilacar Tab's 5mg (30's)","GSH1N","","60","PACKS","","PACKS","1226.5","7/1/2026","73590","LKR","","","C238074","","PVTHOS","ARR U (A)","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","8","PUN128","Dicloran Gel 20gm","GSH1N","","20","TUB","","TUB","393.16","7/1/2026","7863.2","LKR","","","C238074","","PVTHOS","ARR U (A)","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","9","PUL101","Enervon-C Film Cap 30's","GSH1N","","10","BOT","","BOT","1975","7/1/2026","19750","LKR","","","C238074","","PVTHOS","UL SALE","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","10","MEN02","Fastum Gel 2.5% 10g","GSH1N","","36","TUB","","TUB","412.8","7/1/2026","14860.8","LKR","","","C238074","","PVTHOS","MEN - SALE","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","11","BLACK","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-BLACK","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","12","BLUE","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-BLUE","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","13","BEIGE","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-BEIGE","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","14","PINK","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-PINK","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","15","RED","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-RED","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","16","NAVY BLUE","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-NAVY BLUE","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","17","GREEN","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-GREEN","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","18","PURPLE","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-PURPLE","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","19","YELLOW","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-YELLOW","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","20","WHITE","GS TAPEIT (Special Kinesiology Muscle Tape) (5cmx5m)-WHITE","GSH1N","","2","PCS","","PCS","2008.474","7/1/2026","4016.95","LKR","","","C238074","","PVTHOS","SPOL SALES","","","PVT HOS","LK","","GEMABE050","","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","21","PNQ004","Kleen Enema Liquid 135ml","GSH1N","","50","BOT","","BOT","659.8","7/1/2026","32990","LKR","","","C238074","","PVTHOS","NABIQASIM","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","22","PUN112","Metrogyl Tab 400mg 100's","GSH1N","","5","PACKS","","PACKS","1905.1","7/1/2026","9525.5","LKR","","","C238074","","PVTHOS","ARR U (B)","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","23","PUN110","Nicardia-XL-30mg 30's","GSH1N","","20","PACKS","","PACKS","1369.05","7/1/2026","27381","LKR","","","C238074","","PVTHOS","ARRB2U","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","24","TIL09","PEGLEC Powder 137.15g (Oral) (2's)","GSH1N","","2","PACKS","","PACKS","3394.8","7/1/2026","6789.6","LKR","","","C238074","","PVTHOS","TIL HEALTH","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","25","PUL116","Solmux Caps 500mg 100's","GSH1N","","6","PACKS","","PACKS","10184.6","7/1/2026","61107.6","LKR","","","C238074","","PVTHOS","UL SALE","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","26","PUL105","Solmux Forte Susp. 60ml","GSH1N","","10","BOT","","BOT","1253","7/1/2026","12530","LKR","","","C238074","","PVTHOS","UL SALE","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859354","INV","288770","27","TIL03","COBA-1000 Inj. 10ml (1's)","GSH1N","","20","VLS","","VLS","188","7/1/2026","3760","LKR","","","C238074","","PVTHOS","TIL HEALTH","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"PHA423","Asiri Hospital Holdings PLC","859355","INV","288771","1","ALP027","BIO BALANCE VITAMIN C, L-ASCOBIC ACID 10% SUPER SERUM 30ml","GSH1N","","2","PACKS","","PACKS","3969.75","7/1/2026","7939.5","LKR","","","C238187","","PVTHOS","ALP","","","PVT HOS","LK","","GEMABE050","INST NEW","","Customer","PHA423","Asiri Hospital Holdings PLC","FALSE","GSH1","1"
"SUNDRY DEBTORS","Sundry Debtors","859366","INV","288776","1","GEN018","Rupoma Tab's 10mg (30's)","GSH1N","","30","PACKS","","PACKS","0","7/1/2026","0","LKR","","","C237197","","SUNDRY","GENPHAMA","","","SUNDRY","LK","","GEMABE050","","","Customer","SUNDRY DEBTORS","Sundry Debtors","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859389","INV","288781","1","11FK10","Bioline Dengue IgG/igM Device-25's","GSH1N","","20","PACKS","","PACKS","22216.7947","7/1/2026","444335.89","LKR","","","C238204","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859389","INV","288781","2","7D2843SET-NQ","DETERMINE HIV EARLY DETECT SET (100T)","GSH1N","","5","PACKS","","PACKS","73323.7233","7/1/2026","366618.62","LKR","","","C238204","","WHOLESELL","NQDDP","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859389","INV","288781","3","09HIV30D","Standard Q HIV 1/2 Ab 3-Line Test (KIT)","GSH1N","","10","PACKS","","PACKS","11067.5207","7/1/2026","110675.21","LKR","","","C238204","","WHOLESELL","SD BIO","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859389","INV","288781","4","06FK10","Syphilis 3.0 -30's","GSH1N","","5","PACKS","","PACKS","9067.047","7/1/2026","45335.24","LKR","","","C238204","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859390","INV","288782","1","U031-021","2-Para Urinalysis Reagent Strips (100's) (GLU/PRO) (108x5mm)","GSH1N","","30","PACKS","","PACKS","966.2853","7/1/2026","28988.56","LKR","","","C238206","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859390","INV","288782","2","U031-041","Urinalysis Reagent Strips (100's) (GLU/SG/pH/PRO)","GSH1N","","30","PACKS","","PACKS","1368.9006","7/1/2026","41067.02","LKR","","","C238206","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859390","INV","288782","3","U031-101","Urinalysis Reagent Strips (100's) (GLU/BIL/KET/SG/BLO/pH/PRO/URO/NIT/LEU)","GSH1N","","50","PACKS","","PACKS","3059.9019","7/1/2026","152995.1","LKR","","","C238206","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859390","INV","288782","4","10UK02","Uro Color 2K Strips-100's","GSH1N","","10","PACKS","","PACKS","1814.1961","7/1/2026","18141.96","LKR","","","C238206","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859390","INV","288782","5","10UK02","Uro Color 2K Strips-100's","GSH1N","","2","PACKS","","PACKS","0","7/1/2026","0","LKR","","","C238206","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859390","INV","288782","6","10UK04S","Uro Color 4S  Strips-100's","GSH1N","","20","PACKS","","PACKS","2226.5107","7/1/2026","44530.21","LKR","","","C238206","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"WHL006","NIKO MED (PVT) LTD","859390","INV","288782","7","10UK04S","Uro Color 4S  Strips-100's","GSH1N","","6","PACKS","","PACKS","0","7/1/2026","0","LKR","","","C238206","","WHOLESELL","STRIPS & C","","","","LK","","GEMABE050","","","Customer","WHL006","NIKO MED (PVT) LTD","FALSE","GSH1","1"
"SUNDRY DEBTORS","Sundry Debtors","859418","INV","288789","1","MEDO06-F","AXETINE Tab's 500mg (Cefuroxime) (10's) FG","GSH1N","","50","PACKS","","PACKS","0","7/1/2026","0","LKR","","","C237576","","SUNDRY","MEDOCHEM","","","SUNDRY","LK","","GEMABE050","","","Customer","SUNDRY DEBTORS","Sundry Debtors","FALSE","GSH1","1"
"STAFF RECEIVABLE","STAFF RECEIVABLE","859425","INV","288792","1","FRE02-F","Freossi Snacky Biscuits (Chicken Flavour) 100g (FG)","GSH1N","","15","PACKS","","PACKS","0","7/1/2026","0","LKR","","","C238215","","STAFF RECE","VET F","","","","LK","","GEMABE050","","","Customer","STAFF RECEIVABLE","STAFF RECEIVABLE","FALSE","GSH1","1"
"STAFF RECEIVABLE","STAFF RECEIVABLE","859440","INV","288798","1","GTS","BG-Pro Blood Glucose Test Strips & Lancets (SG-06) (25's)","GSH1N","","1","PACKS","","PACKS","0","7/1/2026","0","LKR","","","C237886","","STAFF RECE","GLUCOMETER","","","","LK","","GEMABE050","","","Customer","STAFF RECEIVABLE","STAFF RECEIVABLE","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859427","INV","288794","1","4448340","Winged Surecan Needle- 20G/20mm","GSH1N","","5","PCS","","PCS","1743.274","7/1/2026","8716.37","LKR","","","C238229","","CASH","B BRAUNACC","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859365","INV","288775","1","400595","PRONTOSAN WOUND GEL BOTTLE 30ml (1's)","GSH1N","","1","BOT","","BOT","3999.374","7/1/2026","3999.37","LKR","","","C238199","","CASH","AR PRO (B)","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859405","INV","288783","1","ALP015","NUTRIGROW ANTI HAIR LOSS & FASTER HAIR GROWTH MITOGENIX SERUM + SHAMPOO FOR DRY&NORMALHAIR , 180 ML+330 ML","GSH1N","","1","PCS","","PCS","13339.6154","7/1/2026","13339.62","LKR","","","C238217","","CASH","ALP","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859407","INV","288784","1","UBPL15","Docetec Inj 20mg","GSH1N","","7","VLS","","VLS","4000","7/1/2026","28000","LKR","","","C238218","","CASH","UNITED BIO","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859407","INV","288784","2","UBPL03","Paclitec Inj-260mg with Giving Set","GSH1N","","5","VLS","","VLS","36000","7/1/2026","180000","LKR","","","C238218","","CASH","UNITED BIO","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
"LAB228","Arogya Medical Laboratory","859416","INV","288788","1","09DEN10D","Standard Q Dengue NS1 Ag (25T)","VANSA","","2","PACKS","","PACKS","15825.1021","7/1/2026","31650.2","LKR","","","C238219","","LABOROTORI","SD BIO","","","LABOROTORI","LK","","GEMABE050","","","Customer","LAB228","Arogya Medical Laboratory","FALSE","GSH1","1"
"LAB214","Lifecarei Diagnostics","859422","INV","288791","1","09DEN10D","Standard Q Dengue NS1 Ag (25T)","VANSA","","2","PACKS","","PACKS","15825.1021","7/1/2026","31650.2","LKR","","","C238220","","LABOROTORI","SD BIO","","","LABOROTORI","LK","","GEMABE050","","","Customer","LAB214","Lifecarei Diagnostics","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859426","INV","288793","1","PYRHA3","Internal Healing abutment ( R ) 3.5mm x 3mm","GSH1N","","1","PCS","","PCS","10042.3704","7/1/2026","10042.37","LKR","","","C238225","","CASH","KATARA","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859426","INV","288793","2","TP3HA3","Internal Healing Abutment (R) 3.0mm * 3mm","GSH1N","","1","PCS","","PCS","10042.3704","7/1/2026","10042.37","LKR","","","C238225","","CASH","KATARA","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859426","INV","288793","3","PGRHA3","Internal Healing abutment ( R ) 4.5mm x 3mm","GSH1N","","1","PCS","","PCS","10042.3704","7/1/2026","10042.37","LKR","","","C238225","","CASH","KATARA","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
"STD174","Dr.H.A.Udayakumara Denagama (1495)","859428","INV","288795","1","PGIA","Internal Implant Analog 4.5mm","VANSA","","1","PCS","","PCS","5774.363","7/1/2026","5774.36","LKR","","","C238230","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD174","Dr.H.A.Udayakumara Denagama (1495)","FALSE","GSH1","1"
"STD174","Dr.H.A.Udayakumara Denagama (1495)","859428","INV","288795","2","PGRDC","Internal Direct pick up Coping, Hexed 4.5mm","VANSA","","5","PCS","","PCS","10042.3704","7/1/2026","50211.85","LKR","","","C238230","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD174","Dr.H.A.Udayakumara Denagama (1495)","FALSE","GSH1","1"
"STD174","Dr.H.A.Udayakumara Denagama (1495)","859428","INV","288795","3","PGRHA3","Internal Healing abutment ( R ) 4.5mm x 3mm","VANSA","","2","PCS","","PCS","10042.3704","7/1/2026","20084.74","LKR","","","C238230","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD174","Dr.H.A.Udayakumara Denagama (1495)","FALSE","GSH1","1"
"STD174","Dr.H.A.Udayakumara Denagama (1495)","859428","INV","288795","4","PGSRAA","Internal Angled Abutment 4.5mm","VANSA","","2","PCS","","PCS","9121.8198","7/1/2026","18243.64","LKR","","","C238230","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD174","Dr.H.A.Udayakumara Denagama (1495)","FALSE","GSH1","1"
"STD174","Dr.H.A.Udayakumara Denagama (1495)","859428","INV","288795","5","PGPCAH","Internal 4.5mm Plastic Custom Cast Abutment-(Hexed)","VANSA","","3","PCS","","PCS","9121.8198","7/1/2026","27365.46","LKR","","","C238230","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD174","Dr.H.A.Udayakumara Denagama (1495)","FALSE","GSH1","1"
"STD174","Dr.H.A.Udayakumara Denagama (1495)","859428","INV","288795","6","PYRHA5","Internal 3.5 Regular Healing Abutment, 5mm Height","VANSA","","1","PCS","","PCS","0","7/1/2026","0","LKR","","","C238230","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD174","Dr.H.A.Udayakumara Denagama (1495)","FALSE","GSH1","1"
"STD174","Dr.H.A.Udayakumara Denagama (1495)","859428","INV","288795","7","PBDPCA","Dual Purpose Contour Abutment 5.7mm","VANSA","","2","PCS","","PCS","0","7/1/2026","0","LKR","","","C238230","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD174","Dr.H.A.Udayakumara Denagama (1495)","FALSE","GSH1","1"
"STD172","Dr.K.M.Latheef","859430","INV","288796","1","TP3DPCA","Dual Purpose Contour Abutment 3.0mm","VANSA","","3","PCS","","PCS","9205.5062","7/1/2026","27616.52","LKR","","","C237598","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD172","Dr.K.M.Latheef","FALSE","GSH1","1"
"STD172","Dr.K.M.Latheef","859430","INV","288796","2","300-350",".050 Hex Driver , Regular","VANSA","","1","PCS","","PCS","0","7/1/2026","0","LKR","","","C237598","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD172","Dr.K.M.Latheef","FALSE","GSH1","1"
"STD172","Dr.K.M.Latheef","859430","INV","288796","3","PGRISC","Regular Indirect Scoop coping 4.5mm","VANSA","","1","PCS","","PCS","0","7/1/2026","0","LKR","","","C237598","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD172","Dr.K.M.Latheef","FALSE","GSH1","1"
"STD172","Dr.K.M.Latheef","859430","INV","288796","4","PGIA","Internal Implant Analog 4.5mm","VANSA","","1","PCS","","PCS","0","7/1/2026","0","LKR","","","C237598","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD172","Dr.K.M.Latheef","FALSE","GSH1","1"
"STD172","Dr.K.M.Latheef","859430","INV","288796","5","184A03-P","PROFIL POSTERIOR 4g A3","VANSA","","2","TUB","","TUB","5800","7/1/2026","11600","LKR","","","C237598","","STOCKING D","SILMET","","","STOCKING D","LK","","GEMABE050","","","Customer","STD172","Dr.K.M.Latheef","FALSE","GSH1","1"
"STD172","Dr.K.M.Latheef","859430","INV","288796","6","PGDPCA","Dual Purpose Contour Abutment 4.5mm","VANSA","","2","PCS","","PCS","9205.5062","7/1/2026","18411.01","LKR","","","C237598","","STOCKING D","KATARA","","","STOCKING D","LK","","GEMABE050","","","Customer","STD172","Dr.K.M.Latheef","FALSE","GSH1","1"
"ARM003","Sri Lanka Navy Medical","859359","INV","288772","1","02FK10","HCV Device Kit-30's","GSH1N","","1","PACKS","","PACKS","12814.8831","7/1/2026","12814.88","LKR","","","C238190","","ARMED FORC","STRIPS & C","","","ARMED FORC","LK","","GEMABE050","","","Customer","ARM003","Sri Lanka Navy Medical","FALSE","GSH1","1"
"CASH GSH1","CASH  (GSH1)","859360","INV","288773","1","BGMS","BG-Pro Blood Glucose Monitoring System (GM56A) (T)","GSH1N","","1","PCS","","PCS","4031.51","7/1/2026","4031.51","LKR","","","C238195","","CASH","GLUCOMETER","","","CASH","LK","","GEMABE050","","","Customer","CASH GSH1","CASH  (GSH1)","FALSE","GSH1","1"
